# Normalized additional velocity distribution: 
#   testing the radial profile of dark matter halos and MOND.
# by D. C. Rodrigues, A. Hernandez-Arboleda, A. Wojnar
# 
# Burkert individual fits for 153 SPARC galaxies with Gaussian priors on YD and YB.
# 1st column: galaxy name.
# 2nd column: core radius (rc) [kpc].
# 3rd column: normalized scale radius (rcn = rc / rmax).
# 4th column: logarithm of the density rho_c (log rhoc) [Msun / kpc^3].
# 5th column: stellar disk mass-to-light ratio (YD).
# 6th column: stellar bulge mass-to-light ratio (YB).
# 7th column: minimum chi-squared value (Chi2) (- 2 log likelihood + constant).
# 8th column: minimum effective chi-squared value (- 2 log posterior + constant).
# 9th column: number of data points for the galaxy circular velocity (N.Data).
# 
# Galaxy     	rc                	rcn                	log rhos          	YD                 	YB                 	Chi2               	Chi2eff            	N.Data
NGC2403    	5.833111854827381 	0.27949745351353045	7.50864146872509  	0.7851195568376182 	--                 	800.3914626098845  	804.2317217404773  	73    
NGC2683    	3.804754843789312 	0.10990048653348677	8.096363447967745 	0.49265772743926955	0.6053992629249683 	6.254226804862042  	6.25986819449998   	11    
NGC2841    	23.235065343746786	0.36510159245359497	6.959077884403391 	1.2772402660182667 	0.9693194688637911 	78.39235627221726  	99.3214393165031   	50    
NGC2903    	4.318880666741115 	0.17303207799443568	8.07873735978693  	0.36744974888162446	--                 	209.21091111155843 	211.00040723218527 	34    
NGC2915    	2.050527145245955 	0.20423577143884017	8.124146204303585 	0.40951285773516966	--                 	14.028562202686862 	14.780293897944363 	30    
NGC2955    	11.395791922685474	0.3216424477190368 	7.424870180378239 	0.30559571858413537	0.81095435208933   	68.45629937969393  	74.74036129528682  	24    
NGC2976    	3.357654210978801 	1.479142824219736  	7.934925105593286 	0.48357882754231435	--                 	7.54990737482354   	7.5709402820681975 	27    
NGC2998    	21.136925806964726	0.4999272896633095 	6.710547095094144 	0.8379820612709801 	--                 	28.50923718334293  	33.538703531622815 	13    
NGC3109    	4.648505564453386 	0.720698537124556  	7.3287110555396575	0.49749570045046515	--                 	4.068952549896976  	4.069428083186354  	25    
NGC3198    	9.354772148521716 	0.21222259865067414	7.207427693283622 	0.7024186481773232 	--                 	56.26906812673256  	58.44841255851505  	43    
NGC3521    	14.15659900944185 	0.7980044537453129 	7.243521789799117 	0.5802661126470936 	--                 	7.143814140593583  	7.5618695475390645 	41    
NGC3726    	38.37196619018167 	1.1799497598456847 	6.3873217915912175	0.6358999930815326 	--                 	17.520357549576534 	18.610686461443393 	12    
NGC3741    	2.857940064749803 	0.4082771521071147 	7.395071352431711 	0.7769237208068395 	--                 	15.649790066105103 	19.313506747212475 	21    
NGC3769    	5.966907436462623 	0.1605733971060986 	7.44454894643649  	0.4419405416503837 	--                 	5.365433087098648  	5.652795133718154  	12    
NGC3877    	2.858997826102123 	0.25189408159490073	8.279689302592226 	0.2729933729181389 	--                 	22.676358705526827 	29.583683558029644 	13    
NGC3893    	4.2917519331287215	0.22528881538733445	8.01205332820796  	0.4407571414364428 	--                 	1.6436336581656659 	1.94361603088269   	10    
NGC3917    	4.701062854227285 	0.31635685425486443	7.73247242968435  	0.4387747226234622 	--                 	15.937965678782518 	16.259776860673963 	17    
NGC3949    	999.9999998488117 	141.44271567875697 	7.1682102153662335	0.5308812397641732 	--                 	1.6027599958285181 	1.6705024166815774 	7     
NGC3953    	3.3722653820750517	0.21506794528539872	8.227370387857292 	0.46983215372624726	--                 	0.9439333362852598 	1.0169806644850135 	8     
NGC3972    	3.7852913455511943	0.4340930442145865 	7.878682094681986 	0.44562209075406456	--                 	5.73185367649872   	5.981886601826828  	10    
NGC3992    	6.414781749823853 	0.13939117231255657	8.001728769510118 	0.4398548644649981 	--                 	4.20633868870861   	4.516148983953903  	9     
NGC4010    	6.360570637760418 	0.6075043589073943 	7.452732213432302 	0.44306574527138   	--                 	13.934860804250038 	14.210505015413341 	12    
NGC4013    	23.38641142658589 	0.7541570921182165 	6.699958557746561 	0.659045031427737  	0.7193195068913665 	25.98317935604257  	28.042342264248454 	36    
NGC4051    	2.9593270926663635	0.24276678364777388	7.9359601090578105	0.4518606115412821 	--                 	2.5803387332199295 	2.7736354156478846 	7     
NGC4068    	96.78963166966783 	41.54061445050122  	7.062358258230496 	0.4887245630255008 	--                 	0.8405141976807391 	0.8503267590600307 	6     
NGC4085    	5.04806135357998  	0.8142034441258033 	7.744265100422505 	0.3324799942890315 	--                 	11.869019174236152 	15.00916215720931  	7     
NGC4088    	53.90975905483583 	2.5097653191264353 	6.458988093421415 	0.4458155762161234 	--                 	4.449252206068856  	4.6974032996497375 	12    
NGC4100    	3.4160795771424257	0.15009136982172344	8.227118298406802 	0.4239023550404357 	--                 	11.527725060540039 	12.041873931581629 	24    
NGC4138    	2.324814218878256 	0.12512455429915265	8.43347321681412  	0.49328894849279514	0.5776432610933003 	3.096591375496441  	3.127232530565256  	7     
NGC4157    	19.980439054653647	0.6747868643922205 	6.810005068357755 	0.5334463972650006 	0.5622537402322766 	4.409891008597847  	4.568599463064601  	17    
NGC4183    	3.400880192652589 	0.1617925876618739 	7.826666836128911 	0.47383410085703415	--                 	7.951003858376837  	8.005496651903522  	23    
NGC4217    	5.378888742439733 	0.32170387215548646	7.8776750758707434	0.5467218956853895 	0.2066921893936068 	22.43553055147706  	44.00694740651067  	19    
NGC4559    	7.727356024450445 	0.3684957570076512 	7.1736835269643375	0.5421166692832214 	--                 	6.8885089259604255 	7.011869732315803  	32    
NGC5005    	6.809527773969676 	0.5936815844786117 	7.770123136493624 	0.5085794556510062 	0.5470929205797693 	1.0130926618839229 	1.1792741664437258 	18    
NGC5033    	6.520865282505377 	0.14624053111696292	7.831437394305409 	0.4613883235621681 	0.48463012083972773	39.790824960635504 	40.77273620435785  	22    
NGC5055    	10.586129512410603	0.19392067251164322	7.262842372287595 	0.43274479762142926	--                 	51.54355737501667  	51.93716490607258  	28    
NGC5371    	999.9999997745432 	21.626297572978874 	5.642406311809446 	0.6633514590014127 	--                 	137.33899103151398 	138.84632878825636 	19    
NGC5585    	5.2872229013348315	0.4824108486619372 	7.3528125486103875	0.6071558261293857 	--                 	94.72918664109055  	95.4403442706041   	24    
NGC5907    	43.973132592567374	0.8736962565580643 	6.254077036313114 	0.9802402831453021 	--                 	84.72900388280728  	93.27658945675145  	19    
NGC5985    	4.491220810122145 	0.12935543807955485	8.507623929270157 	0.24651415682469727	0.7301830508395533 	80.51217141760138  	90.67221713809525  	33    
NGC6015    	20.440247169982943	0.6992900160787868 	6.682017657234165 	1.070802898933973  	--                 	369.71588728705126 	380.65475121716696 	44    
NGC6195    	23.60485456110265 	0.6479509898738031 	6.798283099103587 	0.3931230609766373 	0.7600158268196773 	30.47413886558861  	32.61908256392023  	23    
NGC6503    	4.99768330253713  	0.21266737457604806	7.561592682020671 	0.5648401471035389 	--                 	65.78686833871207  	66.06729739937087  	31    
NGC6674    	75.49797903256778 	1.0426457537987541 	6.040221744380638 	1.4244002756664118 	0.660015332034746  	14.393234016479221 	35.236410475302904 	15    
NGC6789    	1.3212306304508152	1.860888211902557  	8.745269044061661 	0.5011978715198235 	--                 	0.497226018772968  	0.4973340152707232 	4     
NGC6946    	7.337333109432812 	0.3596731916388634 	7.38015119099146  	0.5483918063790406 	0.5713471954264927 	79.52551917313484  	79.73164939944868  	58    
NGC7331    	15.769923430969024	0.43431350677414005	7.138868969669531 	0.42248762812861207	0.5003938649676221 	39.92512940114996  	41.08187267062743  	36    
NGC7793    	3.0941792883826644	0.39316128187835636	7.70059667804276  	0.7060016386080028 	--                 	32.76796335194593  	35.01303719227156  	46    
NGC7814    	5.373016906957727 	0.27511607306491176	7.985495433195461 	0.5148814511843618 	0.6209938418887309 	10.44135044886838  	10.479882720984886 	18    
UGC00128   	8.097272525956248 	0.15064693071546506	7.279233289118279 	0.3298339752599626 	--                 	157.61042808919217 	160.8747597499795  	22    
UGC00191   	2.0097009857563033	0.20137284426415863	8.02803488339849  	0.4569749167066547 	--                 	27.90935670772801  	28.06206291799345  	9     
UGC00634   	6.889514183266016 	0.3825382666999453 	7.271866205328588 	0.4932156048574128 	--                 	0.7067229774093451 	0.710243258345689  	4     
UGC00731   	2.356954848222583 	0.21603619140445304	7.792398536245579 	0.5025466530479299 	--                 	5.700922074009976  	5.701408885546886  	12    
UGC00891   	5.26296801072916  	0.7121742910323626 	7.145769257897659 	0.4892344869719728 	--                 	0.6309123390904793 	0.6398481479448473 	5     
UGC01281   	3.0016928142970185	0.601541646151707  	7.503418906476948 	0.492347657297468  	--                 	6.731097713829252  	6.735584206433648  	25    
UGC02259   	1.593364141169671 	0.19574498048767455	8.316338030347865 	0.4600004240946385 	--                 	13.568783381720646 	13.699912626734857 	8     
UGC02487   	9.13217366935617  	0.11361251143762344	8.000529594573646 	0.5398528179763046 	0.7591553671035475 	64.02062466928872  	65.17561273861006  	17    
UGC02885   	26.822401508954915	0.36212233709943187	6.8670173892212905	0.6114142172759242 	1.0641801204975454 	14.574507398134516 	21.53110460617411  	19    
UGC02916   	7.451290024129501 	0.19608657958235529	7.664117357289513 	0.46093107419902396	0.5325686025201686 	393.1696109377103  	393.56253243245345 	43    
UGC02953   	15.376253051141326	0.24645380751949555	7.24034142321984  	0.7753291369290485 	0.6840928384756135 	663.6763275418491  	667.6304533847665  	115   
UGC03205   	21.930126136528738	0.5477054479652532 	6.779563708769852 	0.8923858776667041 	1.180434810283811  	161.6487049207999  	176.6152673793349  	48    
UGC03546   	7.0222079517029785	0.24023975202541833	7.629204917932771 	0.5052967143159627 	0.48651874365088926	16.7478727729989   	17.57900791088977  	30    
UGC03580   	9.59395041171256  	0.35454362201450706	7.08910108871705  	0.6459520418139869 	0.17850233065750315	115.34757309040658 	144.30579036286616 	47    
UGC04278   	7.291695988981808 	1.0899396097132745 	7.3012573356881525	0.6421136170721709 	--                 	12.584833663989311 	13.76513937748146  	25    
UGC04325   	1.360284497952978 	0.2433424862169907 	8.49139378435435  	0.4955343055138409 	--                 	2.4685220621466404 	2.4700401608027396 	8     
UGC04483   	0.5364556872871205	0.4433518076753062 	8.106002455520445 	0.49635943786335257	--                 	1.489574877122319  	1.4905821271717103 	8     
UGC04499   	2.985549804478609 	0.3649816386893165 	7.586611641857406 	0.479982066239789  	--                 	1.6365693645842394 	1.6680578435692188 	9     
UGC05005   	10.641309344251756	0.3719437030496944 	6.810209303047108 	0.5000077609766523 	--                 	0.11765213570858894	0.11765214025275952	11    
UGC05253   	8.007276610724    	0.1502585214997936 	7.739045961997403 	0.30506009661442646	0.7274469973706402 	66.3692965622923   	71.67368566572998  	73    
UGC05414   	3.2043855442506337	0.7796558501826358 	7.470236148849565 	0.5038271776392295 	--                 	0.34719787490505044	0.3482945353123107 	6     
UGC05716   	3.642390654308574 	0.2944535694671442 	7.441155970916928 	0.8897992349251579 	--                 	30.824452711650537 	37.0905642644414   	12    
UGC05721   	1.030223815208706 	0.1528521981021819 	8.66959745254726  	0.5251535551011329 	--                 	8.152938467120991  	8.198376955191028  	23    
UGC05750   	7.438706965609104 	0.32554516260871347	6.914659501095473 	0.498166123815466  	--                 	1.0572832062560447 	1.0575378681469438 	11    
UGC05764   	0.9836495558981625	0.271726396656951  	8.356089329441637 	0.49185728203603096	--                 	20.251722098534295 	20.256807070239716 	10    
UGC05829   	3.2643311872664666	0.4724068288374047 	7.384173502084453 	0.5002019322397467 	--                 	1.95680973562495   	1.9568128107626808 	11    
UGC05918   	1.4759216020139976	0.3309241260121071 	7.77004249319661  	0.4995384766984543 	--                 	0.2584570024275157 	0.25847308727353274	8     
UGC05986   	3.3027606084805092	0.3509841241743368 	7.959825686617199 	0.5011920483844776 	--                 	11.319569964500884 	11.31967691480108  	15    
UGC06399   	3.4829878949043445	0.4436927254655216 	7.661345181845471 	0.4986576762064496 	--                 	0.3298005139165813 	0.32993681848898027	9     
UGC06446   	1.9621066223037442	0.19198694934478905	8.077639177155726 	0.5129921871164035 	--                 	6.719899176012185  	6.732310799293419  	17    
UGC06614   	22.05616267692737 	0.34147952743346294	6.7936557171060565	0.4854089376645142 	0.6011629358291812 	0.7867126244600896 	0.8033270543907329 	13    
UGC06667   	3.0952125051211663	0.394294586639639  	7.778563365021964 	0.49944902644107614	--                 	0.6594825152585108 	0.6595054434034643 	9     
UGC06786   	9.509543455043131 	0.27928174610993045	7.559832529457939 	0.8085680675549052 	0.8931429557335127 	88.3620537699617   	95.70450515535151  	45    
UGC06787   	37.05645309198449 	0.9964090640490586 	6.7281464672566385	2.138488878903955  	0.450350420919508  	1235.7302344610832 	1277.116157575675  	71    
UGC06818   	15.858583910573792	2.2720034255836374 	6.932465481273282 	0.44326270955134256	--                 	6.624990197996736  	6.898611331960726  	8     
UGC06917   	3.6296782152447755	0.34667413708164047	7.756861088290318 	0.4887907495680872 	--                 	1.7401424369339793 	1.74983882924785   	11    
UGC06923   	3.268020075776077 	0.6333372239876117 	7.655167327584107 	0.4781020632282867 	--                 	1.8468660651214388 	1.8846939284790543 	6     
UGC06930   	3.6761006544390322	0.22131852224196463	7.718612504030301 	0.4909703098095617 	--                 	1.392551156127099  	1.3988155213202345 	10    
UGC06983   	3.2046907334198687	0.2043807865701447 	7.891915158794532 	0.5083827265814038 	--                 	6.3408591767031535 	6.346073145522753  	17    
UGC07089   	6.492900258438066 	0.7088319059430204 	7.041088163431066 	0.5111073172374369 	--                 	1.5073236056061    	1.5164287618064818 	12    
UGC07125   	4.72815444283949  	0.2531131928714931 	6.989203167041856 	0.49106710277692406	--                 	2.6995106374747513 	2.705640217086847  	13    
UGC07151   	1.583467670676636 	0.28790321285029746	8.082761371007471 	0.5143517502511902 	--                 	8.120590216744361  	8.13569516177482   	11    
UGC07232   	953.5777116794794 	1162.899648389609  	8.078580145584366 	0.5006823987531431 	--                 	0.22385713463562418	0.22389221892431596	4     
UGC07261   	1.4786624347175055	0.22168852094715225	8.19973251879052  	0.4756788668596292 	--                 	1.764803095587505  	1.8117019660073534 	7     
UGC07323   	5.116138340735375 	0.8790615705730885 	7.355419498729893 	0.5286014571826013 	--                 	2.2070646917264867 	2.265427287268646  	10    
UGC07399   	1.5428711656059562	0.251691870408802  	8.488963597548889 	0.5357129673020433 	--                 	6.907905023664597  	6.997678094262473  	10    
UGC07524   	3.6182819099194115	0.3384735182338084 	7.490185164998483 	0.5392171001230783 	--                 	6.532192643367727  	6.639735005403608  	31    
UGC07559   	2.0083539597613207	0.7938157943720636 	7.325112401109303 	0.49497472977572304	--                 	0.5070036003459216 	0.5089281571691426 	7     
UGC07577   	998.7128786790446 	590.954366082275   	6.361757335058079 	0.4923652984204165 	--                 	0.8791446718120556 	0.8836103430323126 	9     
UGC07603   	1.5190541664867492	0.36959955388972   	8.122122965590064 	0.4802088208755289 	--                 	1.9694437580155473 	2.000208465692275  	12    
UGC07690   	0.6979928621333746	0.16900553562551443	8.612451975884897 	0.4985921444949889 	--                 	0.5555404458745422 	0.5556904036763172 	7     
UGC07866   	1.015685784008061 	0.4377955965551988 	7.755625789487306 	0.4994633254670709 	--                 	0.3418089383215948 	0.3418306912107128 	7     
UGC08286   	1.7601594644890257	0.21892530652848582	8.208540793162767 	0.42778585928699553	--                 	17.572314101126988 	18.03123336049014  	17    
UGC08490   	1.6102638648426737	0.1586466861913964 	8.247581564405984 	0.738384608611816  	--                 	13.988568997071482 	16.855245700320335 	30    
UGC08550   	1.3148726075268873	0.24531205364307596	8.109393760552738 	0.5144711018610095 	--                 	8.440665532303536  	8.456019173009496  	11    
UGC08699   	10.455295083378779	0.40682082036493306	7.226846222930499 	1.0141890776526283 	0.6615341876590155 	32.992545182280224 	42.60637622267035  	41    
UGC08837   	999.2390885095904 	237.9140686927596  	6.716271358143357 	0.48059158267304625	--                 	2.034971636599253  	2.064534464633894  	8     
UGC09037   	9.70769169119797  	0.347199273647996  	7.212640212394381 	0.2571914622555894 	--                 	19.198031870565003 	27.53357787923862  	22    
UGC09133   	26.892851823367817	0.2482951881023711 	6.628946817749635 	0.9740851270481478 	0.5258072496165243 	493.75931519434744 	502.4763016783936  	68    
UGC09992   	0.5254630533151339	0.13508047643062568	8.30287745397508  	0.5000229548796158 	--                 	0.07306368290907148	0.07306372266104688	5     
UGC10310   	2.136708799639731 	0.2760605684289058 	7.850871152519087 	0.5025948828858134 	--                 	0.4669981021780961 	0.4675034787549727 	7     
UGC11455   	7.989354170063589 	0.19054028547730953	7.8983742013345095	0.2403868673979575 	--                 	54.92986973050948  	65.04603942149444  	36    
UGC11557   	9.551841954677098 	0.904530488132301  	6.706713542879959 	0.3991749841253666 	--                 	8.066909353131074  	9.02352416792726   	12    
UGC11820   	8.07855741816899  	0.510654704056194  	6.867553492118341 	1.4452634359079044 	--                 	19.500928415623555 	40.75090889682239  	10    
UGC11914   	999.9995294018066 	101.72935192286945 	7.389718401437657 	0.6066355361423965 	1.0192943920629252 	29.799239682573415 	35.80095950789536  	65    
UGC12506   	5.394740666410702 	0.10791639660753556	8.159340276253712 	0.42863321954184563	--                 	20.001869529748365 	20.449218856823418 	31    
UGC12632   	2.8510745129853854	0.2674553952143889 	7.623363811008746 	0.5007225034868904 	--                 	0.8543360694257621 	0.8543753955663703 	15    
UGC12732   	4.034116513530529 	0.26195561776172266	7.517600910364762 	0.5601567255063988 	--                 	18.926795279948713 	19.17023440280696  	16    
UGCA442    	2.824070260643567 	0.4461406414918747 	7.509475398170997 	0.5002997115751316 	--                 	3.720009662208578  	3.720016435119831  	8     
UGCA444    	1.2533380309294184	0.47837329424786956	7.732751790539957 	0.5058519622356037 	--                 	7.3952989920374135 	7.397852712219993  	36    
