# Normalized additional velocity distribution: 
#   testing the radial profile of dark matter halos and MOND.
# by D. C. Rodrigues, A. Hernandez-Arboleda, A. Wojnar
# 
# Arctan_1/2 individual fits for 153 SPARC galaxies with Gaussian priors on YD and YB.
# 1st column: galaxy name.
# 2nd column: rt value [kpc].
# 3rd column: normalized scale radius (rtn = rt / rmax).
# 4th column: Vc value [km/s].
# 5th column: stellar disk mass-to-light ratio (YD).
# 6th column: stellar bulge mass-to-light ratio (YB).
# 7th column: minimum chi-squared value (Chi2) (- 2 log likelihood + constant).
# 8th column: minimum effective chi-squared value (- 2 log posterior + constant).
# 9th column: number of data points for the galaxy circular velocity (N.Data).
# 
# Galaxy     	rt                 	rtn                  	Vc                	YD                 	YB                 	Chi2                	Chi2eff            	N.Data
NGC4217    	8.930415641772878  	0.5341157680486172   	194.40259295574901	0.7578884962882811 	0.2006756708502172 	40.018760027346374  	65.9065847361978   	19    
NGC4559    	7.542213960947135  	0.35966685555303457  	120.32713207779581	0.4286453953834051 	--                 	8.37170266572613    	8.818886984937713  	32    
NGC5005    	32.48130633000288  	2.831848851787522    	372.3889632844028 	0.5005946099944897 	0.5216123520631516 	0.9681228564121874  	1.3378546399948095 	18    
NGC5033    	3.943374868662906  	0.0884363056439315   	185.16066058317918	0.5875306374926461 	0.3694202375457022 	117.13978555616852  	122.06715670013206 	22    
NGC5055    	5.912018642870276  	0.10829856462484477  	167.49760349255763	0.34767137167735523	--                 	197.03721341837667  	199.5273312923012  	28    
NGC5371    	0.05               	0.0010813148788927334	162.81733290878714	0.3388613973891736 	--                 	22.152165153275337  	25.006504677647975 	19    
NGC5585    	6.9434809607334484 	0.6335292847384533   	108.03107231472892	0.30915171656202456	--                 	117.40003537514423  	121.7597101406117  	24    
NGC5907    	0.40001249012141726	0.007947794359654625 	183.10949312985227	0.40791169405559147	--                 	46.12772488256101   	46.90924892446678  	19    
NGC5985    	2.116832372480537  	0.06096867432259612  	261.553351494092  	0.44144636480997534	0.5528531527437666 	70.39958023936656   	70.81849486556868  	33    
NGC6015    	2.296442767835125  	0.07856458323076035  	140.0461536848576 	0.44232509173861484	--                 	265.2517928683126   	265.5351194239072  	44    
NGC6195    	53.471021921605576 	1.4677744145376221   	302.5550327035923 	0.38184501159236256	0.7203285780647259 	34.58313984057624   	36.58408882053812  	23    
NGC6503    	2.010661391966276  	0.0855600592326075   	111.89716094862904	0.3295529340350301 	--                 	32.92945574741442   	36.20717849695081  	31    
NGC6674    	500.               	6.905123601712471    	682.6403702770494 	1.275262245835461  	0.7068504920162667 	18.26566317803217   	35.30702483327974  	15    
NGC6789    	207.9209378660475  	292.8463913606303    	1000.             	0.4983602701961933 	--                 	4.057797779079026   	4.05800129547168   	4     
NGC6946    	7.026409779485929  	0.3444318519355848   	151.10516786770376	0.46727400823023046	0.5176247040916846 	83.05055663735533   	83.54832903410684  	58    
NGC7331    	17.45361696636178  	0.4806834747001316   	239.04900618586302	0.37819436185006255	0.5113926239413269 	27.39179743315947   	29.3436652824656   	36    
NGC7793    	3.410570376828197  	0.43336345321832237  	94.58462232870652 	0.5568092666976366 	--                 	36.68423949700683   	36.902669073540935 	46    
NGC7814    	3.9703823690673206 	0.2032965882778966   	200.68973101451815	0.5057065427715085 	0.5368152993924031 	5.288693384322962   	5.52466622326269   	18    
UGC00128   	6.416454114271564  	0.1193758904980756   	126.7373042668332 	0.6140880219455879 	--                 	64.01520535610378   	64.81195122054497  	22    
UGC00191   	3.137577158665846  	0.3143864888442731   	80.48196632675715 	0.5446580811264873 	--                 	19.57824850734268   	19.716290087600804 	9     
UGC00634   	8.83855721778493   	0.4907583130363647   	122.1538238780519 	0.482353400182537  	--                 	5.015459692080752   	5.039810233630321  	4     
UGC00731   	3.1397783620644444 	0.2877890341030655   	73.38467732787396 	0.5032920587699848 	--                 	2.297133882222341   	2.2979461741568734 	12    
UGC00891   	22.746012188315138 	3.0779448157395315   	134.50135360270113	0.457218553703961  	--                 	8.789555776523969   	8.940458181866     	5     
UGC01281   	499.99999999958186 	100.2004008015194    	668.0186949131497 	0.49128803885456684	--                 	21.29808680463166   	21.303914315676472 	25    
UGC02259   	1.3679062956283625 	0.16804745646540079  	84.64375374768386 	0.4974626890954639 	--                 	3.053645295648167   	3.054133480770783  	8     
UGC02487   	11.056518201438323 	0.13755310029159398  	277.54900415880735	1.173394690120075  	0.5734665062650006 	54.9625827267774    	68.72627516287265  	17    
UGC02885   	24.47929978606917  	0.3304887239917534   	288.791645481503  	0.4787335011248668 	1.0148261164800565 	12.615044392914308  	17.860042754421016 	19    
UGC02916   	0.05               	0.0013157894736842105	182.23188389790647	0.5835860293148011 	0.13662580251015558	142.20209939230048  	183.9486654329161  	43    
UGC02953   	6.026530262046684  	0.09659449049601995  	243.0973874416591 	0.5564918350298058 	0.6362429319510616 	580.3597925127217   	580.6407941478129  	115   
UGC03205   	1.4585992454404868 	0.036428552583428746 	187.32997080290522	0.3872827672365447 	0.5584666337654965 	94.26793130709123   	95.59579759935353  	48    
UGC03546   	6.446878565637367  	0.22055691295372448  	176.29108050324587	0.5195416366450735 	0.4281518356132445 	24.111971994318615  	26.287486502199773 	30    
UGC03580   	10.31289105767885  	0.38111201247889326  	135.37340816471018	0.44865720290573213	0.1693737598996283 	100.73680667954574  	131.1318390653997  	47    
UGC04278   	499.999999999961   	74.73841554558459    	847.929821426369  	0.3953137686569961 	--                 	26.40608938918006   	27.447061961017326 	25    
UGC04325   	1.6827230441585457 	0.3010238003861441   	92.80949772030196 	0.5491826428823975 	--                 	14.15888408494796   	14.324914243016138 	8     
UGC04483   	0.9909911507412045 	0.8190009510257888   	27.4544543335837  	0.49535706628740206	--                 	3.180497243590399   	3.1821388236660475 	8     
UGC04499   	4.689628261652253  	0.5733041884660456   	79.31034497518566 	0.4662832904280596 	--                 	5.806232857829763   	5.898164018555736  	9     
UGC05005   	24.137025234958145 	0.8436569463459681   	128.12802878342018	0.4900357125372226 	--                 	1.6277115338800259  	1.635354267415115  	11    
UGC05253   	8.222712880763014  	0.1543012362687749   	219.69198045463637	0.443307977670255  	0.6489168148985341 	263.40731404317273  	263.7963284244736  	73    
UGC05414   	499.9999999997377  	121.6545012164812    	698.7329732882346 	0.46017771443519434	--                 	3.8235263409753055  	3.9534463736886845 	6     
UGC05716   	3.6552468870831323 	0.29549287688626774  	75.35972928608479 	0.4968807059253315 	--                 	19.13715513636999   	19.13789381869611  	12    
UGC05721   	0.9961203231400737 	0.14779233281009996  	81.41264187243065 	0.48658218025010047	--                 	20.579895341977867  	20.59385193919366  	23    
UGC05750   	14.875255299632633 	0.6509958555637914   	95.00194623171231 	0.5223101183450829 	--                 	8.014582897717991   	8.05052512296262   	11    
UGC05764   	1.1514558920197748 	0.31808173812700963  	59.22889101205479 	0.5054202341380978 	--                 	47.426050632636134  	47.42824332589106  	10    
UGC05829   	16.780627864243304 	2.4284555519889004   	113.40437630420072	0.5023279817939236 	--                 	0.7640817601828509  	0.764488736957508  	11    
UGC05918   	2.4158435076016254 	0.5416689478927411   	48.47715531316227 	0.5012917862900415 	--                 	0.6385104595463259  	0.6386360304820647 	8     
UGC05986   	7.1363970298903165 	0.7583843814973769   	144.76241645680477	0.6338945595424046 	--                 	61.07581844058694   	62.13768727532663  	15    
UGC06399   	6.751868784785637  	0.8601106732211002   	109.1735730921865 	0.5087739005153668 	--                 	3.8045869308467024  	3.810294461513566  	9     
UGC06446   	2.1054391944802666 	0.20601166286499673  	82.21989801717787 	0.5031766441872553 	--                 	3.104431283545689   	3.105187792090211  	17    
UGC06614   	34.483728362843536 	0.5338864895934903   	238.33525203206383	0.4731628340809736 	0.5344518026907705 	2.0383639380106953  	2.348202058338111  	13    
UGC06667   	5.756140807922368  	0.7332663449582635   	108.06855792516006	0.5018865411917912 	--                 	7.026134559112487   	7.026402059946195  	9     
UGC06786   	3.8311115445068333 	0.11251428911914342  	222.56634204079526	0.31430616676327844	0.560510833625201  	28.14156510222938   	32.29393285889078  	45    
UGC06787   	455.14933790634956 	12.238487171453336   	1000.             	1.8067750321006595 	0.4631484442506406 	1216.96991399221    	1249.3630312092469 	71    
UGC06818   	499.9999999999516  	71.63323782234264    	663.6868901294112 	0.37925373354321756	--                 	17.71988323934992   	19.160846747682022 	8     
UGC06917   	5.669581861537651  	0.5415073411210746   	117.98054653026924	0.46527369634739174	--                 	5.528047930400336   	5.625776089827839  	11    
UGC06923   	8.21846716297962   	1.592726194375895    	115.76766249870687	0.46723148605075077	--                 	3.5402776930152773  	3.626936704974327  	6     
UGC06930   	3.953950215113603  	0.2380463705667431   	101.59375281311458	0.49662445776727215	--                 	1.8856601665280999  	1.886525644354414  	10    
UGC06983   	3.4325196970266796 	0.2189106949634362   	109.13794698270553	0.49865717369085094	--                 	8.541149540492379   	8.5412859472759    	17    
UGC07089   	500.               	54.58515283842795    	610.8576602212785 	0.4625096414548853 	--                 	2.364922885962788   	2.4794998140168785 	12    
UGC07125   	5.795602686574884  	0.31025710313570043  	58.60289184880462 	0.4927245595080031 	--                 	7.980529039317378   	7.984581373176621  	13    
UGC07151   	2.7440799261959765 	0.49892362294472303  	71.92025235446864 	0.6378149591424519 	--                 	20.118233149094927  	21.23600429447022  	11    
UGC07232   	468.3169741232789  	571.1182611259499    	999.9999999856155 	0.4666783432563682 	--                 	4.607775623951358   	4.69748999243764   	4     
UGC07261   	1.6437171295755377 	0.24643435226020058  	70.86799047208143 	0.48843087431111576	--                 	0.2796023449743303  	0.2899389222223636 	7     
UGC07323   	499.99999999953576 	85.91065292088243    	789.0206108810165 	0.4540830545252028 	--                 	5.107584958374636   	5.282599247235306  	10    
UGC07399   	2.1300921444135117 	0.34748648359111123  	111.06033547709008	0.48072041596867543	--                 	5.579923847961104   	5.609087735235526  	10    
UGC07524   	6.163610419034217  	0.5765772141285518   	88.3961763386604  	0.4551700383419262 	--                 	17.6629104013856    	17.829344516960226 	31    
UGC07559   	500.               	197.62845849802375   	460.7847290176527 	0.48619929974665305	--                 	2.0932568527165794  	2.1080328969776776 	7     
UGC07577   	500.               	295.85798816568047   	191.96332690900056	0.48744615204473335	--                 	1.3308874942178628  	1.3430830697345564 	9     
UGC07603   	2.643289848209779  	0.6431362161094353   	76.9129777339624  	0.4627000311247358 	--                 	12.314389851397761  	12.427759944260002 	12    
UGC07690   	0.6164087573048133 	0.1492515150859112   	50.59998001741393 	0.5213091741535208 	--                 	2.0206600985743233  	2.053512978780114  	7     
UGC07866   	2.6638431093202035 	1.1482082367759499   	39.623324453072634	0.5010618466780088 	--                 	0.21607702951210436 	0.21616191447166644	7     
UGC08286   	2.0498227384935075 	0.2549530769270532   	84.54328753908831 	0.6050017804814554 	--                 	28.69865532449479   	29.384018240142385 	17    
UGC08490   	1.1470964686223377 	0.11301443040614163  	77.45066373534647 	0.5296941069502873 	--                 	4.862472728920315   	4.925248717598924  	30    
UGC08550   	1.712913204215891  	0.31957335899550204  	59.004486473386486	0.5334566684583381 	--                 	5.532169895884557   	5.61129477036799   	11    
UGC08699   	10.217632255815833 	0.3975732395259079   	174.02375872049265	0.8245446606910053 	0.6712152938209759 	26.580852877551024  	31.53762841513577  	41    
UGC08837   	499.99999999901183 	119.04761904738376   	429.3480498084837 	0.4409066280419278 	--                 	24.25404350245194   	24.552414831946358 	8     
UGC09037   	16.428004008903336 	0.5875537914486171   	176.42057319330067	0.22616756611481587	--                 	31.215850349262773  	43.08660945225238  	22    
UGC09133   	0.05               	0.0004616378912381128	204.94362931633665	0.5382697938648991 	0.2186667150505122 	394.818761842355    	414.13805424738723 	68    
UGC09992   	0.14847115336988623	0.03816739161179594  	24.926767030535554	0.5001165102134765 	--                 	0.022863438131210057	0.02286446202620547	5     
UGC10310   	2.870554637459304  	0.3708726921782046   	72.00093028988361 	0.5163526395215801 	--                 	2.287896004482749   	2.3074299720123053 	7     
UGC11455   	30.022613601611546 	0.7160174958648114   	283.2038405937701 	0.49793309184662005	--                 	163.91824034441083  	163.9185639897554  	36    
UGC11557   	499.9999999995562  	47.34848484844282    	471.46504813737613	0.4039653088813611 	--                 	12.11525958140549   	12.973215933474098 	12    
UGC11820   	9.45682153447004   	0.5977763296125183   	91.32984325474101 	0.6558055452396901 	--                 	12.508093726941606  	13.895897419979477 	10    
UGC11914   	125.45304209222397 	12.762262674692165   	1000.             	0.3915082312718606 	0.9981100827174116 	48.16961364630625   	54.18337794144733  	65    
UGC12506   	2.4532413983508126 	0.04907464289559537  	208.67785265994723	0.5833324781606841 	--                 	7.237184552331875   	7.685363291812116  	31    
UGC12632   	3.415779484934241  	0.3204295952095911   	72.48497703387537 	0.5088203613659077 	--                 	3.388547283053405   	3.3943148922529933 	15    
UGC12732   	5.23685684540912   	0.3400556393122805   	92.90565800716425 	0.5020151348045602 	--                 	2.9785467751482577  	2.9788519083248906 	16    
UGCA442    	5.722741476173378  	0.9040665839136458   	73.75908845374302 	0.49838552705620937	--                 	9.837363040555474   	9.837560325689033  	8     
UGCA444    	499.999999999884   	190.83969465644427   	572.9988392776288 	0.49897884004210935	--                 	2.0027252119260153  	2.002804044170423  	36    
